"Date & Time","Barometer - in Hg","Temp - °F","High Temp - °F","Low Temp - °F","Hum - %","Dew Point - °F","Wet Bulb - °F","Wind Speed - mph","Wind Direction","Wind Run - mi","High Wind Speed - mph","High Wind Direction","Wind Chill - °F","Heat Index - °F","THW Index - °F","THSW Index - °F","Rain - in","Rain Rate - in/h","Solar Rad - W/m^2","Solar Energy - Ly","High Solar Rad - W/m^2","ET - in","UV Index","UV Dose - MEDs","High UV Index","Heating Degree Days","Cooling Degree Days"
"12/3/23 8:00 PM","29.67","46","46","46","94","45","46","10","E","5.0","26","E","41","47","41","39","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.390","0.000"
"12/3/23 8:30 PM","29.66","46","46","46","94","45","46","8","E","4.0","19","ESE","42","47","42","40","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.390","0.000"
"12/3/23 9:00 PM","29.66","46","46","46","94","45","46","8","NE","4.0","18","E","42","47","43","40","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.385","0.000"
"12/3/23 9:30 PM","29.64","46","47","46","94","45","46","8","E","4.0","18","ESE","42","47","42","40","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.387","0.000"
"12/3/23 10:00 PM","29.63","46","46","46","94","45","46","9","E","4.5","20","E","42","47","42","39","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.390","0.000"
"12/3/23 10:30 PM","29.63","46","46","46","94","45","45","9","E","4.5","21","E","41","46","42","39","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.392","0.000"
"12/3/23 11:00 PM","29.63","46","46","46","94","45","45","8","E","4.0","18","E","42","46","42","40","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.392","0.000"
"12/3/23 11:30 PM","29.62","46","46","46","95","45","46","6","E","3.0","15","E","43","46","43","41","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.392","0.000"
"12/4/23 12:00 AM","29.62","46","46","46","95","45","45","7","E","3.5","14","ENE","42","46","43","40","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.394","0.000"
"12/4/23 12:30 AM","29.61","46","46","46","95","45","45","7","E","3.5","15","E","42","46","43","40","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.398","0.000"
"12/4/23 1:00 AM","29.62","46","46","46","95","44","45","6","ESE","3.0","13","ESE","43","46","43","40","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.400","0.000"
"12/4/23 1:30 AM","29.62","46","46","46","95","45","45","4","E","2.0","10","E","44","46","44","42","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.398","0.000"
"12/4/23 2:00 AM","29.62","46","46","46","95","44","45","4","E","2.0","13","ESE","44","46","44","42","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.402","0.000"
"12/4/23 2:30 AM","29.62","46","46","46","95","44","45","4","ESE","2.0","11","E","44","46","44","42","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.402","0.000"
"12/4/23 3:00 AM","29.62","46","46","46","95","44","45","2","ESE","1.0","6","ESE","46","46","46","43","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.402","0.000"
"12/4/23 3:30 AM","29.62","46","46","46","95","44","45","1","SE","0.5","3","SE","46","46","46","43","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.400","0.000"
"12/4/23 4:00 AM","29.62","46","46","46","95","44","45","0","","0.0","2","SSE","46","46","46","43","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.400","0.000"
"12/4/23 4:30 AM","29.63","46","46","46","95","44","45","1","S","0.5","5","NNW","46","46","46","43","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.402","0.000"
"12/4/23 5:00 AM","29.64","46","46","46","95","44","45","1","NW","0.5","5","NNW","46","46","46","43","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.402","0.000"
"12/4/23 5:30 AM","29.65","46","46","46","95","44","45","0","","0.0","2","NW","46","46","46","43","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.402","0.000"
"12/4/23 6:00 AM","29.65","46","46","46","95","44","45","0","","0.0","2","WNW","46","46","46","43","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.400","0.000"
"12/4/23 6:30 AM","29.67","46","46","46","95","45","45","3","W","1.5","15","W","45","46","45","43","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.398","0.000"
"12/4/23 7:00 AM","29.68","45","46","45","95","43","44","7","WNW","3.5","16","NW","41","45","41","38","0.00","0.00","2","0.09","11","0.00","0","0.0","0","0.423","0.000"
"12/4/23 7:30 AM","29.70","43","45","43","95","41","42","9","WNW","4.5","21","W","37","43","37","35","0.00","0.00","19","0.82","40","0.00","0","0.0","0","0.465","0.000"
"12/4/23 8:00 AM","29.71","42","43","42","95","41","42","8","WNW","4.0","17","NW","38","43","38","36","0.00","0.00","55","2.37","86","0.00","0","0.0","0","0.469","0.000"
"12/4/23 8:30 AM","29.71","43","43","42","95","41","42","8","WNW","4.0","17","W","38","43","38","41","0.00","0.00","121","5.21","211","0.00","0","0.1","1","0.463","0.000"
"12/4/23 9:00 AM","29.72","43","43","43","95","42","42","7","WNW","3.5","16","W","39","43","39","43","0.00","0.00","163","7.01","299","0.00","1","0.1","1","0.456","0.000"
"12/4/23 9:30 AM","29.72","43","43","43","94","42","42","6","WNW","3.0","15","W","40","43","40","44","0.00","0.00","163","7.01","287","0.00","1","0.2","1","0.454","0.000"
"12/4/23 10:00 AM","29.73","43","43","43","93","41","42","7","WNW","3.5","15","NW","39","43","39","42","0.00","0.00","130","5.59","197","0.00","1","0.1","1","0.456","0.000"
"12/4/23 10:30 AM","29.72","43","44","43","92","41","42","6","WNW","3.0","13","WNW","40","43","40","44","0.00","0.00","190","8.17","278","0.00","1","0.2","1","0.452","0.000"
"12/4/23 11:00 AM","29.71","44","44","43","90","41","42","7","WNW","3.5","15","NW","39","44","40","44","0.00","0.00","212","9.12","265","0.00","1","0.3","2","0.446","0.000"
"12/4/23 11:30 AM","29.70","45","45","44","89","42","43","6","WNW","3.0","12","NW","41","45","41","48","0.00","0.00","289","12.43","503","0.00","2","0.3","2","0.423","0.000"
"12/4/23 12:00 PM","29.71","45","45","45","87","42","44","4","WNW","2.0","12","NW","43","45","43","49","0.00","0.00","258","11.10","541","0.01","1","0.3","2","0.410","0.000"
"12/4/23 12:30 PM","29.72","46","46","45","86","42","44","4","WNW","2.0","11","NNW","44","46","44","53","0.00","0.00","382","16.43","496","0.00","1","0.3","2","0.396","0.000"
"12/4/23 1:00 PM","29.72","46","46","46","86","42","44","4","NW","2.0","9","NNE","44","46","44","52","0.00","0.00","308","13.25","401","0.01","1","0.3","1","0.394","0.000"
"12/4/23 1:30 PM","29.72","46","46","46","86","42","44","4","NNE","2.0","11","N","44","46","44","52","0.00","0.00","328","14.11","388","0.00","1","0.2","1","0.396","0.000"
"12/4/23 2:00 PM","29.72","45","46","45","87","41","43","3","N","1.5","9","NNE","44","45","44","47","0.00","0.00","142","6.11","272","0.00","1","0.1","1","0.423","0.000"
"12/4/23 2:30 PM","29.72","44","45","44","88","41","43","3","NNE","1.5","8","NNE","43","44","43","44","0.00","0.00","77","3.31","118","0.00","0","0.0","0","0.433","0.000"
"12/4/23 3:00 PM","29.72","44","44","44","89","41","42","2","NE","1.0","5","N","44","44","44","43","0.00","0.00","34","1.46","53","0.00","0","0.0","0","0.440","0.000"
"12/4/23 3:30 PM","29.72","44","44","44","89","41","42","2","NE","1.0","5","ENE","44","44","44","42","0.00","0.00","9","0.39","19","0.00","0","0.0","0","0.442","0.000"
"12/4/23 4:00 PM","29.72","44","44","44","90","41","42","3","NE","1.5","7","ENE","43","44","43","40","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.444","0.000"
"12/4/23 4:30 PM","29.73","44","44","44","90","41","42","3","NE","1.5","6","NE","42","44","42","40","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.446","0.000"
"12/4/23 5:00 PM","29.73","43","44","43","90","41","42","3","NE","1.5","7","NE","42","43","42","39","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.450","0.000"
"12/4/23 5:30 PM","29.75","43","43","43","90","40","42","2","NE","1.0","6","NE","43","43","43","40","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.458","0.000"
"12/4/23 6:00 PM","29.76","43","43","43","90","41","42","2","ENE","1.0","6","E","43","43","43","41","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.452","0.000"
"12/4/23 6:30 PM","29.77","44","44","43","90","41","42","2","ENE","1.0","6","ESE","44","44","44","41","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.446","0.000"
"12/4/23 7:00 PM","29.76","44","44","44","89","41","42","2","ESE","1.0","6","ESE","44","44","44","41","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.440","0.000"
"12/4/23 7:30 PM","29.76","44","44","44","89","41","43","3","ESE","1.5","7","ESE","43","44","43","40","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.435","0.000"
"12/4/23 8:00 PM","29.78","44","44","44","89","41","43","2","NE","1.0","5","NW","44","44","44","41","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.438","0.000"
"12/4/23 8:30 PM","29.78","43","44","43","91","41","42","1","N","0.5","5","NW","43","43","43","41","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.450","0.000"
"12/4/23 9:00 PM","29.77","44","44","43","91","41","42","1","SSW","0.5","5","SSE","44","44","44","41","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.448","0.000"
"12/4/23 9:30 PM","29.77","44","44","44","92","42","43","1","SSE","0.5","4","SSE","44","44","44","41","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.444","0.000"
"12/4/23 10:00 PM","29.77","44","44","44","92","41","43","0","","0.0","0","","44","44","44","41","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.446","0.000"
"12/4/23 10:30 PM","29.77","43","44","43","92","41","42","0","","0.0","0","","43","43","43","41","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.452","0.000"
"12/4/23 11:00 PM","29.77","43","43","43","93","41","42","0","","0.0","3","W","43","43","43","40","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.456","0.000"
"12/4/23 11:30 PM","29.76","43","43","43","93","41","42","2","WNW","1.0","8","NNW","43","43","43","40","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.458","0.000"
"12/5/23 12:00 AM","29.76","43","43","43","91","41","42","3","WNW","1.5","9","WNW","42","43","42","39","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.454","0.000"
"12/5/23 12:30 AM","29.76","44","44","43","87","40","42","4","WNW","2.0","10","W","41","44","41","39","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.446","0.000"
"12/5/23 1:00 AM","29.77","44","44","44","85","39","42","4","NW","2.0","11","NW","42","44","41","39","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.444","0.000"
"12/5/23 1:30 AM","29.78","44","44","44","81","38","41","6","WNW","3.0","15","W","40","43","40","37","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.446","0.000"
"12/5/23 2:00 AM","29.79","43","44","43","82","38","41","6","WNW","3.0","14","NNW","39","43","39","36","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.456","0.000"
"12/5/23 2:30 AM","29.80","43","43","43","85","39","41","7","WNW","3.5","15","NW","39","43","39","36","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.458","0.000"
"12/5/23 3:00 AM","29.81","41","43","41","88","38","40","9","NW","4.5","22","NNW","36","41","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.494","0.000"
"12/5/23 3:30 AM","29.83","41","41","41","88","37","39","9","NW","4.5","21","N","35","41","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.506","0.000"
"12/5/23 4:00 AM","29.84","40","41","40","87","37","39","8","NNW","4.0","19","NW","35","40","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.512","0.000"
"12/5/23 4:30 AM","29.85","40","40","40","86","36","38","9","NW","4.5","19","NW","34","40","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.525","0.000"
"12/5/23 5:00 AM","29.87","40","40","39","82","34","37","8","NNW","4.0","17","NW","34","39","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.531","0.000"
"12/5/23 5:30 AM","29.90","39","40","39","79","33","36","8","NW","4.0","20","NW","33","38","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.548","0.000"
"12/5/23 6:00 AM","29.91","38","39","38","76","31","35","9","NW","4.5","22","NNW","32","38","32","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.556","0.000"
"12/5/23 6:30 AM","29.91","38","38","38","75","30","35","10","NW","5.0","21","NW","31","37","30","28","0.00","0.00","1","0.04","5","0.00","0","0.0","0","0.571","0.000"
"12/5/23 7:00 AM","29.93","38","38","37","76","31","35","8","NW","4.0","21","NW","32","37","31","29","0.00","0.00","18","0.77","32","0.00","0","0.0","0","0.571","0.000"
"12/5/23 7:30 AM","29.94","38","38","38","79","32","35","7","NW","3.5","17","NNW","32","37","32","30","0.00","0.00","27","1.16","47","0.00","0","0.0","0","0.569","0.000"
"12/5/23 8:00 AM","29.94","38","38","38","80","32","36","7","NW","3.5","18","NW","33","38","33","31","0.00","0.00","60","2.58","76","0.00","0","0.0","0","0.560","0.000"
"12/5/23 8:30 AM","29.95","37","38","37","87","33","35","6","NNW","3.0","17","NNW","32","37","32","34","0.00","0.00","104","4.47","334","0.00","0","0.0","1","0.588","0.000"
"12/5/23 9:00 AM","29.96","36","37","36","89","33","35","7","NW","3.5","18","NNW","31","36","31","33","0.00","0.00","107","4.60","343","0.00","0","0.0","1","0.596","0.000"
"12/5/23 9:30 AM","29.97","35","36","35","91","33","34","4","NW","2.0","13","NW","32","35","32","31","0.00","0.00","56","2.41","105","0.00","0","0.0","0","0.621","0.000"
"12/5/23 10:00 AM","29.97","37","37","35","89","34","36","5","N","2.5","15","N","33","37","33","36","0.00","0.00","135","5.81","262","0.00","1","0.1","1","0.579","0.000"
"12/5/23 10:30 AM","29.97","38","38","37","87","34","36","8","NNE","4.0","18","N","32","38","32","39","0.00","0.00","333","14.33","554","0.00","1","0.3","2","0.567","0.000"
"12/5/23 11:00 AM","29.97","37","38","37","85","33","36","9","NNE","4.5","17","NE","31","37","31","34","0.00","0.00","194","8.35","445","0.00","1","0.2","1","0.575","0.000"
"12/5/23 11:30 AM","29.97","36","37","36","87","33","35","7","N","3.5","17","N","30","36","30","34","0.00","0.00","182","7.83","425","0.00","1","0.2","1","0.602","0.000"
"12/5/23 12:00 PM","29.96","37","38","36","84","33","35","7","NNE","3.5","16","NNE","32","37","31","35","0.00","0.00","190","8.17","591","0.00","1","0.2","2","0.583","0.000"
"12/5/23 12:30 PM","29.97","37","37","37","81","32","35","7","N","3.5","17","NE","32","37","31","32","0.00","0.00","102","4.39","127","0.00","1","0.1","1","0.583","0.000"
"12/5/23 1:00 PM","29.98","37","37","37","79","31","35","7","N","3.5","20","NNE","32","37","32","32","0.00","0.00","93","4.00","113","0.00","0","0.1","1","0.577","0.000"
"12/5/23 1:30 PM","29.99","37","37","37","77","31","35","6","N","3.0","13","N","32","37","32","31","0.00","0.00","54","2.32","72","0.00","0","0.0","0","0.581","0.000"
"12/5/23 2:00 PM","30.00","37","37","37","76","30","34","6","NNE","3.0","15","NE","32","37","32","31","0.00","0.00","45","1.94","62","0.00","0","0.0","0","0.583","0.000"
"12/5/23 2:30 PM","30.02","37","37","37","75","30","34","4","N","2.0","13","NNE","34","36","33","31","0.00","0.00","16","0.69","26","0.00","0","0.0","0","0.590","0.000"
"12/5/23 3:00 PM","30.01","37","37","37","75","29","34","5","NNE","2.5","14","NNE","32","36","32","30","0.00","0.00","11","0.47","16","0.00","0","0.0","0","0.592","0.000"
"12/5/23 3:30 PM","30.02","37","37","37","75","29","34","4","N","2.0","13","N","33","36","33","30","0.00","0.00","4","0.17","7","0.00","0","0.0","0","0.592","0.000"
"12/5/23 4:00 PM","30.03","37","37","36","75","29","34","4","NNE","2.0","13","ENE","33","36","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.592","0.000"
"12/5/23 4:30 PM","30.04","36","37","36","81","31","34","4","NNW","2.0","12","NNE","33","36","32","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.604","0.000"
"12/5/23 5:00 PM","30.04","35","36","35","87","31","33","3","NNE","1.5","10","NNE","32","34","32","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.633","0.000"
"12/5/23 5:30 PM","30.03","35","35","34","86","31","34","3","NE","1.5","10","NE","33","35","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.623","0.000"
"12/5/23 6:00 PM","30.02","36","36","35","81","31","34","3","NE","1.5","8","ENE","34","36","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.600","0.000"
"12/5/23 6:30 PM","30.03","36","36","36","80","31","34","2","NW","1.0","8","NNW","36","36","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.600","0.000"
"12/5/23 7:00 PM","30.03","35","36","35","84","31","34","2","NNE","1.0","8","NNE","35","35","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.617","0.000"
"12/5/23 7:30 PM","30.02","36","36","35","82","31","34","1","NE","0.5","6","NE","36","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.602","0.000"
"12/5/23 8:00 PM","30.02","36","36","36","84","31","34","3","NE","1.5","10","NE","34","35","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.610","0.000"
"12/5/23 8:30 PM","30.05","34","36","34","90","32","33","3","NE","1.5","10","NE","32","34","32","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.640","0.000"
"12/5/23 9:00 PM","30.05","34","34","34","91","32","33","2","E","1.0","6","E","33","34","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.642","0.000"
"12/5/23 9:30 PM","30.04","34","34","34","92","32","33","2","NE","1.0","6","E","33","34","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.652","0.000"
"12/5/23 10:00 PM","30.03","34","34","34","92","32","33","2","NE","1.0","6","NE","33","34","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.652","0.000"
"12/5/23 10:30 PM","30.02","34","34","34","92","32","33","5","NE","2.5","12","NE","29","34","29","26","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.650","0.000"
"12/5/23 11:00 PM","30.01","34","34","34","92","32","33","5","NE","2.5","11","ENE","29","34","29","26","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.650","0.000"
"12/5/23 11:30 PM","30.01","34","34","34","92","32","33","4","NE","2.0","9","NE","31","34","30","27","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.642","0.000"
"12/6/23 12:00 AM","30.00","34","34","34","92","32","33","2","NE","1.0","9","NE","33","34","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.640","0.000"
"12/6/23 12:30 AM","29.99","34","34","34","92","32","34","1","NNE","0.5","5","NNE","34","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.637","0.000"
"12/6/23 1:00 AM","29.98","34","35","34","92","32","34","3","N","1.5","10","NNE","32","34","32","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.635","0.000"
"12/6/23 1:30 AM","29.97","35","35","34","91","32","34","3","NE","1.5","7","NNE","32","34","32","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.633","0.000"
"12/6/23 2:00 AM","29.98","34","35","34","91","32","33","3","NE","1.5","9","NE","32","34","32","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.637","0.000"
"12/6/23 2:30 AM","29.97","33","34","33","92","31","33","5","NE","2.5","14","NE","29","33","29","26","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.658","0.000"
"12/6/23 3:00 AM","29.96","33","34","33","92","31","33","5","NE","2.5","13","NE","29","33","29","26","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.658","0.000"
"12/6/23 3:30 AM","29.96","34","34","33","92","32","33","5","NE","2.5","10","NE","29","34","29","26","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.648","0.000"
"12/6/23 4:00 AM","29.95","34","34","34","90","31","33","5","NE","2.5","13","NE","29","34","29","26","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.646","0.000"
